,NPP,VISC,mean_dx,mean_step
0,100.0,0.001,0.005675183160758572,0.06888133586243862
1,100.0,0.001623776739188721,0.005673562004605382,0.05198123079398713
2,100.0,0.0026366508987303583,0.005474571169856803,0.04145536233275202
3,100.0,0.004281332398719396,0.005625110924803861,0.0322639524027952
4,100.0,0.0069519279617756054,0.005495821251788488,0.02526924953985123
5,100.0,0.011288378916846888,0.005447584422548537,0.02015688376704278
6,100.0,0.018329807108324356,0.005241707995520003,0.01538321422303782
7,100.0,0.029763514416313176,0.005239512260104166,0.01196865982456284
8,100.0,0.04832930238571752,0.005891851950033203,0.009970308516863908
9,100.0,0.07847599703514611,0.005824692541667071,0.007502635508368928
10,100.0,0.12742749857031335,0.006104937195512291,0.0059649582817973435
11,100.0,0.20691380811147903,0.005323292461952556,0.004681101696450749
12,100.0,0.3359818286283781,0.004294407309908032,0.003602731409398224
13,100.0,0.5455594781168515,0.003182645701136068,0.0029924149469786224
14,100.0,0.8858667904100823,0.004944932063370464,0.0023361694282974252
15,100.0,1.438449888287663,0.0034174858086773816,0.0017468851642213556
16,100.0,2.3357214690901213,0.004612238458486133,0.0013546424761469301
17,100.0,3.792690190732246,0.0031248650046569217,0.0010590676822232374
18,100.0,6.158482110660261,0.0010715018401596733,0.000857646083803778
19,100.0,10.0,0.0019800722505965147,0.0006690001754834267
20,112.88378916846895,0.001,0.0022380888759623383,0.06823144072846736
21,112.88378916846895,0.001623776739188721,0.0023174896667261615,0.05247845287463001
22,112.88378916846895,0.0026366508987303583,0.002444435094981452,0.04000262385849459
23,112.88378916846895,0.004281332398719396,0.0023729774056420487,0.03153440041639117
24,112.88378916846895,0.0069519279617756054,0.002442792796079216,0.02603022263492856
25,112.88378916846895,0.011288378916846888,0.0023890550906104677,0.02041425594127135
26,112.88378916846895,0.018329807108324356,0.002125615534917142,0.01553367759162257
27,112.88378916846895,0.029763514416313176,0.0025137133591349847,0.012145361455568826
28,112.88378916846895,0.04832930238571752,0.0023816481142258763,0.009557117092038091
29,112.88378916846895,0.07847599703514611,0.0018007271055206682,0.007665012631872368
30,112.88378916846895,0.12742749857031335,0.0021563395746016065,0.006081118963645739
31,112.88378916846895,0.20691380811147903,0.001546416557485142,0.004596809058672327
32,112.88378916846895,0.3359818286283781,0.0018735842420286692,0.0035553151935065813
33,112.88378916846895,0.5455594781168515,0.0023485713572792477,0.0029469755024462913
34,112.88378916846895,0.8858667904100823,0.0015186939481498514,0.002221841933797286
35,112.88378916846895,1.438449888287663,0.0025677727458170373,0.0017893443525197953
36,112.88378916846895,2.3357214690901213,0.0008488226290554872,0.0013830078464792598
37,112.88378916846895,3.792690190732246,0.0006936883060520972,0.001104717806922998
38,112.88378916846895,6.158482110660261,0.0004376200589642383,0.0008566917840032951
39,112.88378916846895,10.0,0.0004502568437032908,0.0007068374223124643
40,127.42749857031335,0.001,0.00953806789441234,0.06575090758587007
41,127.42749857031335,0.001623776739188721,0.009576374704299128,0.05146907791755735
42,127.42749857031335,0.0026366508987303583,0.009675986204207792,0.041665567437027616
43,127.42749857031335,0.004281332398719396,0.0097310020410128,0.033835216588278774
44,127.42749857031335,0.0069519279617756054,0.009458386050283214,0.025982282029324507
45,127.42749857031335,0.011288378916846888,0.009479304671848836,0.020335561237128142
46,127.42749857031335,0.018329807108324356,0.009891900367684633,0.014585382039649845
47,127.42749857031335,0.029763514416313176,0.008256584118981827,0.011983700159400333
